id,name,description,price,stock,category,image_path
M305,Magnet 391,Fondue pot Montreux,1.70,500,Magnet,/products/magnet/M391.jpg
M306,Magnet 392,Fondue pot Rheinfall,1.70,500,Magnet,/products/magnet/M392.jpg
M307,Magnet 393,Fondue pot Zermatt,1.70,500,Magnet,/products/magnet/M393.jpg
M308,Magnet 394,Fondue pot Zürich,1.70,500,Magnet,/products/magnet/M394.jpg
M309,Magnet 395,Bern,1.00,500,Magnet,/products/magnet/M395.jpg
M310,Magnet 396,Crans-Montana,1.00,500,Magnet,/products/magnet/M396.jpg
M311,Magnet 397,Genève,1.00,500,Magnet,/products/magnet/M397.jpg
M312,Magnet 398,Interlaken,1.00,500,Magnet,/products/magnet/M398.jpg
M313,Magnet 399,Lausanne,1.00,500,Magnet,/products/magnet/M399.jpg
M314,Magnet 400,Luzern,1.00,500,Magnet,/products/magnet/M400.jpg
M315,Magnet 401,Montreux,1.00,500,Magnet,/products/magnet/M401.jpg
M316,Magnet 402,Rheinfall,1.00,500,Magnet,/products/magnet/M402.jpg
M317,Magnet 403,Zermatt,1.00,500,Magnet,/products/magnet/M403.jpg
M318,Magnet 404,Zürich,1.00,500,Magnet,/products/magnet/M404.jpg
M319,Magnet 405,Switzerland,1.00,500,Magnet,/products/magnet/M405.jpg
M320,Magnet 406,Swiss Round,2.00,500,Magnet,/products/magnet/M406.jpg
M321,Magnet 408,Hanger Crans-Montana,2.00,500,Magnet,/products/magnet/M408.jpg
M322,Magnet 409,Cartoon cow,2.00,500,Magnet,/products/magnet/M409.jpg
M323,Magnet 410,bell magnet Gd-St-Bernard,3.00,500,Magnet,/products/magnet/M410.jpg
M324,Magnet 411,bell magnet Zürich,3.00,500,Magnet,/products/magnet/M411.jpg
M325,Magnet 412,bell magnet Luzern,3.00,500,Magnet,/products/magnet/M412.jpg
M326,Magnet 413,bell magnet Lausanne,3.00,500,Magnet,/products/magnet/M413.jpg
M327,Magnet 414,bell magnet Bern,3.00,500,Magnet,/products/magnet/M414.jpg
M328,Magnet 415,bell magnet Interlaken,3.00,500,Magnet,/products/magnet/M415.jpg
M329,Magnet 416,bell magnet Switzerland,3.00,500,Magnet,/products/magnet/M416.jpg
M330,Magnet 417,bell magnet Rheinfall,3.00,500,Magnet,/products/magnet/M417.jpg
M331,Magnet 420,Bottle-opener BE,2.00,500,Magnet,/products/magnet/M420.jpg
M332,Magnet 421,Bottle-opener Crans-Montana,2.00,500,Magnet,/products/magnet/M421.jpg
M333,Magnet 422,Bottle-opener GE,2.00,500,Magnet,/products/magnet/M422.jpg
M334,Magnet 423,Bottle-opener IN,2.00,500,Magnet,/products/magnet/M423.jpg
M335,Magnet 424,Bottle-opener LU,2.00,500,Magnet,/products/magnet/M424.jpg
M336,Magnet 425,Bottle-opener Nyon,2.00,500,Magnet,/products/magnet/M425.jpg
M337,Magnet 426,Bottle-opener Rheinfall,2.00,500,Magnet,/products/magnet/M426.jpg
M338,Magnet 427,Bottle-opener Switzerland,2.00,500,Magnet,/products/magnet/M427.jpg
M339,Magnet 428,Bottle-opener Zermatt,2.00,500,Magnet,/products/magnet/M428.jpg
M340,Magnet 429,Bottle-opener ZU,2.00,500,Magnet,/products/magnet/M429.jpg
M341,Magnet 430,Edelweiss on bell,1.90,500,Magnet,/products/magnet/M430.jpg
M342,Magnet 431,Decorative frame BE,2.00,500,Magnet,/products/magnet/M431.jpg
M343,Magnet 432,Decorative frame Crans-Montana,2.00,500,Magnet,/products/magnet/M432.jpg
M344,Magnet 433,Decorative frame GE,2.00,500,Magnet,/products/magnet/M433.jpg
M345,Magnet 434,Decorative frame IN,2.00,500,Magnet,/products/magnet/M434.jpg
M346,Magnet 435,Decorative frame LU,2.00,500,Magnet,/products/magnet/M435.jpg
M347,Magnet 436,Decorative frame Nyon,2.00,500,Magnet,/products/magnet/M436.jpg
M348,Magnet 437,Decorative frame RH,2.00,500,Magnet,/products/magnet/M437.jpg
M349,Magnet 438,Decorative frame CH,2.00,500,Magnet,/products/magnet/M438.jpg
M350,Magnet 439,Decorative frame Zermatt,2.00,500,Magnet,/products/magnet/M439.jpg
M351,Magnet 440,Decorative frame ZU,2.00,500,Magnet,/products/magnet/M440.jpg
M352,Magnet 441,Red edelweiss,1.90,500,Magnet,/products/magnet/M441.jpg
M353,Magnet 442,Swiss chocolate packaging,1.70,500,Magnet,/products/magnet/M442.jpg
M354,Magnet 443,Resin Bern Magnet,1.70,500,Magnet,/products/magnet/M443.jpg
M355,Magnet 445,Metallic Switzerland 10x6cm,1.20,500,Magnet,/products/magnet/M445.jpg
M356,Magnet 446,Metallic framed 10x6cm,1.20,500,Magnet,/products/magnet/M446.jpg
M357,Magnet 447,Metallic swiss pikes 10x6cm,1.20,500,Magnet,/products/magnet/M447.jpg
M358,Magnet 448,Metallic Valais 10x6cm,1.20,500,Magnet,/products/magnet/M448.jpg
M359,Magnet 449,Metallic Genève 10x6cm,1.20,500,Magnet,/products/magnet/M449.jpg
M360,Magnet 450,Metallic Vaud 10x6cm,1.20,500,Magnet,/products/magnet/M450.jpg
M361,Magnet 451,Metallic Bern 10x6cm,1.20,500,Magnet,/products/magnet/M451.jpg
M362,Magnet 452,Metallic Zürich 10x6cm,1.20,500,Magnet,/products/magnet/M452.jpg
M363,Magnet 453,Metallic Pedestrian 10x3cm,1.20,500,Magnet,/products/magnet/M453.jpg
M364,Magnet 454a,Bern Bear,1.00,500,Magnet,/products/magnet/M454a.jpg
M365,Magnet 454,Bottle-opener dookie,2.00,500,Magnet,/products/magnet/M454.jpg
M366,Magnet 454b,Spinner Cheese Fondue,2.60,500,Magnet,/products/magnet/M454b.jpg
M367,Magnet 455,Cheese Fondue,2.00,500,Magnet,/products/magnet/MB454.jpg
M368,Magnet 456f,Einstein head E=mc2,1.70,500,Magnet,/products/magnet/M456f.jpg
M369,Magnet 456,Einstein colors,1.70,500,Magnet,/products/magnet/M456.jpg
M370,Magnet 457,METALLIC MAGNET Vevey,1.00,500,Magnet,/products/magnet/M457.jpg
M371,Magnet 458,Swiss animals MDF (in cork),1.00,500,Magnet,/products/magnet/M458.jpg
M372,Magnet 459,Swiss cities MDF (in cork),1.00,500,Magnet,/products/magnet/M459.jpg
M373,Magnet 461,Swiss ropeway,2.00,500,Magnet,/products/magnet/M461.jpg
M374,Magnet 462MM,Fondue Pot Switzerland,2.00,500,Magnet,/products/magnet/M462MM.jpg
M375,Magnet 462,Swiss boat,2.00,500,Magnet,/products/magnet/M462.jpg
M376,Magnet 463,Swiss train,2.00,500,Magnet,/products/magnet/M463.jpg
M377,Magnet 465,Cuckoo clock,5.00,500,Magnet,/products/magnet/M465.jpg
M378,Magnet 466,Cuckoo clock,5.00,500,Magnet,/products/magnet/M466.jpg
M379,Magnet 468,2 Bears head trophy,1.70,500,Magnet,/products/magnet/M468.jpg
M380,Magnet 471,Switzerland Wood Signs,1.70,500,Magnet,/products/magnet/M471.jpg
M381,Magnet 472,Heart Basel Switzerland,1.00,500,Magnet,/products/magnet/M472.jpg
M382,Magnet 473,Basel Switzerland map,1.00,500,Magnet,/products/magnet/M473.jpg
M383,Magnet 474,METALLIC MAGNET Vevey,1.00,500,Magnet,/products/magnet/M474.jpg
M384,Magnet 477,Bear magnet resin,1.70,500,Magnet,/products/magnet/M477.jpg
M385,Magnet VilleGe,cuckoo Ville Ge,1.70,500,Magnet,/products/magnet/Mville.jpg
M386,Magnet VilleBe,cuckoo Ville Be,1.70,500,Magnet,/products/magnet/Mville.jpg
M387,Magnet VilleMo,cuckoo Ville Mo,1.70,500,Magnet,/products/magnet/Mville.jpg
M388,Magnet VilleLs,cuckoo Ville Ls,1.70,500,Magnet,/products/magnet/Mville.jpg
M389,Magnet VilleZh,cuckoo Ville Zh,1.70,500,Magnet,/products/magnet/Mville.jpg
M390,Magnet VilleLu,cuckoo Ville Lu,1.70,500,Magnet,/products/magnet/Mville.jpg
M391,Magnet VilleLe,cuckoo Ville Leysin,1.70,500,Magnet,/products/magnet/Mville.jpg
M392,Magnet VilleDa,cuckoo Ville Davos,1.70,500,Magnet,/products/magnet/Mville.jpg
M393,Magnet VilleRh,cuckoo Ville Rheinfall,1.70,500,Magnet,/products/magnet/Mville.jpg
M394,Magnet Cow resine,Cow resine,1.00,500,Magnet,/products/magnet/vache.jpg
M395,Magnet New Geneve,square shiny,1.00,500,Magnet,/products/magnet/Mville44.jpg
